Symbol,Short Window,Long Window,Accuracy
VYM,40,106,0.7226074895977809
^GSPC,130,133,0.7225130890052356
BSV,47,72,0.7224280421772585
VCSH,19,80,0.7224174279690794
VGT,3,78,0.7224025974025974
MUB,117,137,0.7223854289071681
MUB,124,127,0.7223854289071681
VIG,111,114,0.7222963951935915
VHT,76,118,0.7221706864564007
VGT,59,74,0.7221706864564007
VCR,102,134,0.7219387755102041
MUB,43,105,0.7217978848413631
VYM,3,101,0.7217753120665742
VCSH,46,92,0.7217146872803936
VCSH,32,97,0.7217146872803936
VCSH,68,127,0.7217146872803936
AGG,129,131,0.721565059144677
VCR,86,102,0.7214749536178108
SHY,24,66,0.7214223385689355
^GSPC,126,127,0.7214223385689355
VCSH,41,68,0.7213633169360506
AGG,119,136,0.7213375796178344
VPU,68,93,0.7212430426716141
VGSH,70,95,0.7210119465917076
VPU,84,94,0.7210111317254174
AGG,38,140,0.7208826205641492
VHT,95,103,0.7207792207792207
VTV,83,96,0.7207792207792207
^GSPC,119,122,0.7207678883071553
VCSH,88,118,0.7206605762473647
VGSH,61,90,0.7206605762473647
VTV,12,66,0.7205473098330241
MUB,115,137,0.7203290246768508
VHT,69,120,0.7203153988868275
VGSH,8,98,0.7203092059030218
VHT,74,98,0.7200834879406308
VCSH,30,119,0.7199578355586789
VCSH,47,94,0.7199578355586789
VCSH,49,96,0.7199578355586789
SHY,13,64,0.7198952879581152
VCR,125,132,0.7198515769944341
VPU,70,96,0.7198515769944341
VCR,42,69,0.7198515769944341
VB,5,137,0.7198515769944341
VIS,12,129,0.7196622436670688
VIS,4,123,0.7196622436670688
VPU,74,95,0.7196196660482375
VCSH,50,93,0.7196064652143359
VCSH,59,129,0.7196064652143359
VCSH,49,94,0.7196064652143359
VCSH,45,97,0.7196064652143359
AGG,121,132,0.7195177434030937
MUB,117,132,0.7194477085781433
VHT,72,85,0.7193877551020408
VCSH,74,120,0.719255094869993
VCIT,127,139,0.719255094869993
VHT,61,83,0.7191558441558441
VIG,55,81,0.7190921228304405
VPU,87,89,0.7189239332096475
VCR,91,107,0.7189239332096475
VHT,75,88,0.7189239332096475
VTV,86,102,0.7189239332096475
VCSH,78,119,0.71890372452565
VCSH,31,109,0.71890372452565
VGT,12,75,0.7186920222634509
VYM,122,140,0.7184466019417476
AGG,126,128,0.7183803457688808
VGSH,11,92,0.7182009838369642
VCSH,47,106,0.7182009838369642
VYM,123,139,0.7181692094313453
VIG,83,95,0.7180240320427236
VGSH,9,91,0.7178496134926212
VCIT,130,136,0.7178496134926212
VGSH,97,102,0.7178496134926212
VHT,91,100,0.7177643784786641
VIG,53,82,0.7177570093457943
AGG,28,133,0.717697907188353
MUB,6,68,0.7176850763807285
BND,40,135,0.7175833570817897
VTV,97,99,0.7175324675324676
VCR,20,62,0.7175324675324676
VCSH,104,107,0.7174982431482783
VCSH,52,105,0.7174982431482783
AGG,58,140,0.7174704276615105
VYM,7,71,0.7173370319001386
BIV,48,124,0.7172983756055856
BND,41,134,0.7172983756055856
AGG,124,130,0.7172429481346679
VCSH,45,66,0.7171468728039353
VTV,89,101,0.7170686456400742
BND,22,96,0.7170133941293816
VIG,84,98,0.7169559412550067
^GSPC,54,91,0.7168411867364747
^GSPC,68,98,0.7168411867364747
VHT,95,112,0.7168367346938775
MUB,69,132,0.7168037602820212
AGG,45,128,0.7167879890809827
VYM,99,134,0.7167822468793342
VGT,65,70,0.7166048237476809
VCSH,85,105,0.7164441321152495
BIV,51,124,0.7164434311769735
BIV,40,126,0.7164434311769735
VIG,101,104,0.7164218958611482
AGG,113,133,0.7163330300272975
VYM,103,127,0.7162274618585298
VYM,57,123,0.7162274618585298
VIG,48,78,0.716154873164219
VCSH,97,109,0.7160927617709065
VCSH,33,114,0.7160927617709065
VHT,19,59,0.7159090909090909
VIG,61,79,0.7158878504672898
VCSH,66,111,0.7157413914265636
VCSH,76,114,0.7157413914265636
VTV,44,69,0.7156771799628943
MUB,113,133,0.7156286721504113
BIV,69,136,0.7155884867483614
VPU,69,87,0.7154452690166976
AGG,106,135,0.7154231119199272
VYM,99,130,0.7153952843273231
VYM,103,138,0.7153952843273231
VCSH,58,89,0.7153900210822206
VCSH,78,111,0.7153900210822206
VIG,71,87,0.7153538050734313
MUB,106,136,0.7153349001175088
HYG,26,102,0.7153035052721574
VB,82,124,0.7152133580705009
VYM,37,95,0.715117891816921
VYM,125,136,0.715117891816921
^GSPC,67,90,0.7150959860383944
MUB,32,94,0.7150411280846063
VCSH,56,83,0.7150386507378778
VCSH,75,115,0.7150386507378778
VCSH,99,106,0.7150386507378778
BIV,39,137,0.7150185237959532
BSV,35,69,0.7150185237959532
VHT,47,75,0.7149814471243042
VCR,101,127,0.7149814471243042
SHY,69,70,0.7148778359511344
VCSH,43,119,0.7146872803935348
VGSH,71,92,0.7146872803935348
^GSPC,69,96,0.7146596858638743
VYM,105,137,0.7145631067961165
VBR,10,140,0.714517625231911
MUB,37,96,0.7144535840188014
MUB,109,133,0.7144535840188014
VCIT,117,137,0.7143359100491918
VCIT,118,136,0.7143359100491918
VHT,31,74,0.7142857142857143
MUB,61,119,0.714159811985899
AGG,116,130,0.7140582347588716
VCSH,78,104,0.7139845397048489
BND,20,100,0.7138785978911371
BND,25,133,0.7138785978911371
MUB,104,137,0.7138660399529965
MUB,53,111,0.7138660399529965
MUB,53,111,0.7138660399529965
VHT,85,93,0.713821892393321
VCR,78,84,0.713821892393321
VHT,81,109,0.713821892393321
VCIT,130,132,0.713633169360506
VCIT,130,132,0.713633169360506
VCIT,113,138,0.713633169360506
AGG,10,107,0.7136032757051866
BIV,30,136,0.713593616414933
VGT,73,76,0.7135899814471243
VTEB,15,115,0.7135714285714285
VYM,44,128,0.7134535367545076
VPU,67,92,0.7133580705009277
^GSPC,59,93,0.7133507853403142
BSV,64,72,0.713308634938729
VGSH,91,97,0.7132817990161631
VCSH,52,120,0.7132817990161631
VGSH,86,97,0.7132817990161631
MUB,110,130,0.7132784958871915
^GSPC,75,94,0.7131326352530541
^GSPC,71,96,0.7131326352530541
VHT,83,91,0.713126159554731
VB,89,125,0.713126159554731
BSV,4,73,0.7130236534625249
BND,16,102,0.7130236534625249
BIV,31,140,0.7130236534625249
VCSH,60,100,0.7129304286718201
VCIT,129,132,0.7129304286718201
^GSPC,88,98,0.712914485165794
VHT,48,73,0.7128942486085343
BND,111,138,0.7127386719863209
AGG,32,123,0.7126933575978162
VIG,89,92,0.7126835781041388
VYM,12,138,0.7126213592233009
VYM,36,127,0.7126213592233009
VGSH,20,82,0.7125790583274771
VCSH,75,107,0.7125790583274771
^GSPC,80,97,0.712478184991274
BIV,30,132,0.7124536905101169
BND,12,104,0.7124536905101169
VPU,74,78,0.712430426716141
MUB,37,94,0.7123971797884842
AGG,101,133,0.7120109190172884
VB,35,132,0.7119666048237476
BIV,130,134,0.7118837275577088
BIV,73,136,0.7118837275577088
MUB,38,95,0.7118096357226792
VAW,51,124,0.7117346938775511
VHT,89,116,0.7117346938775511
SHY,26,60,0.7116055846422339
VGSH,81,96,0.7115249472944484
VCSH,59,90,0.7115249472944484
VCSH,79,94,0.7115249472944484
VYM,52,106,0.7115117891816921
AGG,101,134,0.7113284804367607
BIV,3,135,0.7113137646053006
BND,15,117,0.7113137646053006
MUB,114,128,0.7112220916568742
VIG,9,64,0.7110814419225634
VIG,77,86,0.7110814419225634
VPU,18,75,0.711038961038961
VB,10,122,0.711038961038961
VAW,46,123,0.7108070500927643
VAW,55,124,0.7108070500927643
VAW,55,129,0.7108070500927643
VAW,68,138,0.7108070500927643
BIV,7,136,0.7107438016528925
BND,117,137,0.7107438016528925
AGG,120,123,0.7106460418562329
AGG,119,124,0.7106460418562329
MUB,105,126,0.7106345475910694
VCR,77,82,0.7105751391465677
VAW,35,120,0.7105751391465677
VHT,86,113,0.7105751391465677
VAW,37,114,0.7105751391465677
VCSH,48,66,0.7104708362614195
BIV,125,135,0.7104588201766885
BIV,125,133,0.7104588201766885
AGG,4,124,0.7104185623293904
MUB,15,63,0.7103407755581669
AGG,73,138,0.7101910828025477
BND,56,130,0.7101738387004844
VCSH,68,87,0.7101194659170766
VCSH,60,75,0.7101194659170766
VCIT,116,134,0.7101194659170766
VCSH,54,70,0.7101194659170766
VCR,105,118,0.7101113172541744
VAW,37,118,0.7101113172541744
VTEB,3,97,0.71
AGG,47,115,0.7099636032757052
AGG,48,117,0.7099636032757052
BND,7,110,0.7098888572242804
VYM,54,101,0.7098474341192788
MUB,52,106,0.7097532314923619
BND,59,130,0.7096038757480764
BIV,45,117,0.7096038757480764
VYM,23,71,0.7095700416088766
AGG,107,128,0.70950864422202
AGG,36,100,0.70950864422202
VAW,21,111,0.7094155844155844
VTV,86,91,0.7094155844155844
VAW,34,118,0.7094155844155844
BSV,17,61,0.7093188942718723
AGG,107,129,0.7092811646951774
VIG,76,78,0.7092122830440587
^GSPC,21,60,0.7092059336823735
VGT,40,65,0.7091836734693877
AGG,116,127,0.7090536851683349
BND,111,134,0.7090339127956683
MUB,81,132,0.7088719153936546
AGG,63,131,0.7088262056414922
BND,61,112,0.7087489313194643
BND,100,140,0.7087489313194643
BND,111,133,0.7087489313194643
VCSH,68,86,0.7087139845397048
VCIT,104,138,0.7087139845397048
AGG,55,120,0.7085987261146497
VTEB,8,96,0.7085714285714285
VAW,10,127,0.7084879406307978
VCR,126,127,0.7084879406307978
BIV,77,130,0.7084639498432602
BND,120,138,0.7084639498432602
AGG,118,121,0.7083712465878071
VCIT,125,128,0.708362614195362
VCSH,28,54,0.708362614195362
BND,71,125,0.7081789683670562
AGG,54,119,0.7081437670609645
AGG,16,93,0.7081437670609645
VAW,33,113,0.7080241187384044
VCIT,107,138,0.708011243851019
MUB,68,111,0.7079905992949471
BIV,120,136,0.7078939868908521
MUB,82,129,0.7076968272620446
MUB,46,101,0.7076968272620446
MUB,86,130,0.7076968272620446
VGSH,86,93,0.707659873506676
BIV,120,140,0.707609005414648
BND,68,132,0.707609005414648
BND,66,134,0.707609005414648
AGG,73,134,0.7074613284804367
AGG,119,120,0.7074613284804367
BIV,113,128,0.707324023938444
BND,68,133,0.707324023938444
BIV,112,127,0.707324023938444
BND,5,133,0.707324023938444
VCIT,117,130,0.7073085031623331
BND,48,100,0.7070390424622399
BIV,113,126,0.7070390424622399
VB,100,138,0.7068645640074211
VTV,35,58,0.7068645640074211
VCR,83,86,0.7068645640074211
BIV,103,127,0.7067540609860359
BIV,115,140,0.7067540609860359
VHT,58,69,0.7066326530612245
BND,72,131,0.7064690795098318
BIV,24,103,0.7064690795098318
VB,87,112,0.7064007421150278
VCIT,109,134,0.7062543921293043
VCSH,39,59,0.7062543921293043
VCIT,109,134,0.7062543921293043
VYM,129,133,0.7062413314840499
BND,75,125,0.7061840980336278
VTV,88,90,0.7061688311688312
VPU,36,77,0.7059369202226345
VCR,72,75,0.7059369202226345
VGT,33,64,0.7059369202226345
MUB,104,113,0.7059341950646298
VCSH,86,96,0.7059030217849613
BND,117,134,0.7058991165574238
BIV,124,140,0.7058991165574238
BND,111,131,0.7058991165574238
BND,4,137,0.7058991165574238
AGG,39,94,0.7058689717925387
AGG,88,138,0.7058689717925387
^GSPC,74,87,0.7057155322862129
VDC,5,43,0.7057050092764379
AGG,56,116,0.7056414922656961
BND,72,132,0.7056141350812197
BND,8,126,0.7056141350812197
BND,8,116,0.7056141350812197
VPU,79,80,0.7054730983302412
AGG,97,134,0.7054140127388535
MUB,91,126,0.7053466509988249
BND,130,139,0.7053291536050157
BNDX,126,136,0.7052524222335543
VB,105,137,0.7052411873840445
VB,89,139,0.7052411873840445
VAW,74,123,0.7052411873840445
VB,82,110,0.7052411873840445
VB,81,118,0.7052411873840445
VCIT,109,130,0.7052002810962755
VCIT,116,128,0.7052002810962755
AGG,48,102,0.705186533212011
BIV,103,139,0.7050441721288117
VB,86,111,0.7050092764378478
VAW,63,118,0.7050092764378478
VAW,100,139,0.7050092764378478
VCSH,95,101,0.7048489107519326
VPU,72,75,0.7047773654916512
VPU,62,80,0.7047773654916512
BSV,39,64,0.7047591906526076
BND,71,110,0.7047591906526076
VYM,129,132,0.7045769764216366
VAW,91,139,0.7045454545454546
VB,51,127,0.7045454545454546
VAW,91,130,0.7045454545454546
BND,42,89,0.7044742091764036
BIV,71,119,0.7044742091764036
BIV,103,138,0.7044742091764036
MUB,100,104,0.7044653349001175
VAW,83,124,0.7043135435992579
VYM,33,88,0.7042995839112344
BNDX,130,140,0.7042325344212137
VCIT,111,126,0.7041461700632466
VCSH,86,93,0.7041461700632466
VIS,66,120,0.7039806996381183
BND,130,131,0.7039042462239954
BND,121,135,0.7039042462239954
VTV,59,70,0.7038497217068646
VTV,59,70,0.7038497217068646
^GSPC,90,96,0.7037521815008726
BND,129,130,0.7036192647477914
BND,105,131,0.7036192647477914
VAW,94,135,0.7036178107606679
VCR,48,60,0.7036178107606679
VAW,96,140,0.7036178107606679
VB,62,130,0.7036178107606679
MUB,26,64,0.7035840188014101
VCSH,53,65,0.7034434293745608
VB,57,125,0.7033858998144712
VAW,17,95,0.7033858998144712
VB,52,131,0.7033858998144712
BND,127,132,0.7033342832715873
VCIT,106,134,0.7030920590302179
VCSH,73,75,0.7030920590302179
BIV,8,126,0.7030493017953833
VTV,56,68,0.702922077922078
VB,88,134,0.702922077922078
VB,57,124,0.702922077922078
VTEB,29,124,0.7028571428571428
BIV,8,127,0.7027643203191792
VCIT,104,124,0.7027406886858749
VCIT,104,124,0.7027406886858749
MUB,99,100,0.7027027027027027
MUB,29,63,0.7027027027027027
BNDX,128,134,0.7027027027027027
VIS,64,116,0.7025331724969843
VAW,102,138,0.7024582560296846
VAW,10,108,0.7024582560296846
VGT,38,62,0.7024582560296846
VDC,40,49,0.7022263450834879
VAW,16,106,0.7022263450834879
BND,95,136,0.7021943573667712
BNDX,130,134,0.7021927587965324
BNDX,126,133,0.7021927587965324
MUB,87,120,0.7021151586368978
AGG,7,92,0.7020018198362148
VB,3,102,0.7019944341372912
VTV,37,56,0.7019944341372912
VPU,39,74,0.7019944341372912
BND,124,130,0.7019093758905671
VTV,77,79,0.7017625231910947
VB,64,124,0.7017625231910947
HYG,117,135,0.7016243944143631
BND,84,140,0.7016243944143631
BND,41,77,0.7016243944143631
VB,77,125,0.701530612244898
VHT,59,68,0.701530612244898
VGSH,86,91,0.7013352073085032
VB,58,139,0.7012987012987013
VB,58,139,0.7012987012987013
VYM,31,88,0.70124826629681
MUB,77,112,0.7012338425381903
VB,70,134,0.7010667903525046
VB,68,129,0.7010667903525046
VB,91,128,0.7010667903525046
VB,89,129,0.7010667903525046
VB,51,121,0.7010667903525046
BIV,109,133,0.701054431461955
BIV,110,119,0.701054431461955
VGSH,67,84,0.7009838369641602
VAW,78,120,0.700834879406308
BND,48,68,0.700769449985751
BND,75,139,0.700769449985751
BNDX,123,134,0.7006629270780215
VCIT,91,134,0.7006324666198173
VPU,17,67,0.7006029684601113
BIV,72,114,0.7004844685095469
BND,72,107,0.7004844685095469
BND,85,133,0.7004844685095469
VGSH,62,81,0.7002810962754743
BIV,103,116,0.7001994870333428
BIV,60,106,0.7001994870333428
BND,76,108,0.7001994870333428
VIS,82,135,0.7001206272617612
MUB,94,98,0.7000587544065805
VGSH,78,86,0.6999297259311315
BND,86,133,0.6999145055571387
HYG,117,124,0.6999145055571387
BND,47,93,0.6999145055571387
BND,124,127,0.6999145055571387
BIV,41,102,0.6999145055571387
VAW,101,135,0.6999072356215214
VCR,102,109,0.6999072356215214
VAW,99,132,0.6996753246753247
BNDX,128,131,0.6996430392656807
VIS,83,133,0.6996381182147166
BND,101,131,0.6996295240809347
BND,66,84,0.6996295240809347
VCIT,94,129,0.6995783555867885
VCIT,116,124,0.6995783555867885
VB,110,137,0.699443413729128
VPU,47,75,0.699443413729128
VAW,99,123,0.699443413729128
VIS,90,137,0.6993968636911942
^GSPC,85,89,0.6993891797556719
BND,114,129,0.6993445426047307
BND,93,123,0.6993445426047307
AGG,82,134,0.6992720655141037
VCIT,99,124,0.6992269852424455
VCIT,88,135,0.6992269852424455
VB,66,123,0.6992115027829313
VB,81,116,0.6992115027829313
VAW,79,131,0.6992115027829313
MUB,80,81,0.699177438307873
MUB,80,84,0.699177438307873
MUB,31,62,0.699177438307873
HYG,119,139,0.6990595611285266
BND,87,122,0.6990595611285266
BND,104,125,0.6990595611285266
VYM,29,89,0.6990291262135923
VB,87,108,0.6989795918367347
VBR,11,120,0.6989795918367347
VIS,95,131,0.6989143546441495
VCIT,84,135,0.6988756148981026
HYG,124,127,0.6987745796523226
BND,90,135,0.6987745796523226
BND,26,79,0.6987745796523226
VCR,66,68,0.6987476808905381
VAW,6,86,0.6987476808905381
VTEB,27,100,0.6985714285714286
VHT,9,46,0.6985157699443414
BIV,58,107,0.6984895981761186
BIV,67,101,0.6984895981761186
VIS,89,138,0.6984318455971049
^GSPC,34,62,0.6982984293193717
BND,10,82,0.6982046166999145
BND,95,122,0.6982046166999145
VCIT,101,123,0.6981728742094168
AGG,47,88,0.6981346678798908
BNDX,126,128,0.6981132075471698
VAW,118,133,0.698051948051948
BIV,103,114,0.6979196352237105
HYG,102,126,0.6979196352237105
BND,117,122,0.6979196352237105
VYM,59,102,0.6979195561719833
VTV,8,53,0.6978200371057514
VAW,26,88,0.6978200371057514
MUB,73,81,0.6977085781433607
MUB,76,84,0.6977085781433607
AGG,108,120,0.6976797088262057
^GSPC,82,88,0.6976439790575916
BIV,42,98,0.6976346537475064
BIV,60,102,0.6976346537475064
BND,54,67,0.6976346537475064
VAW,107,137,0.6975881261595547
VCSH,52,58,0.6974701335207308
VIS,89,125,0.6974668275030157
AGG,73,126,0.697452229299363
VDC,31,43,0.6973562152133581
VAW,89,122,0.6973562152133581
VTV,6,52,0.6973562152133581
VAW,121,134,0.6973562152133581
VAW,114,131,0.6973562152133581
BND,91,132,0.6973496722713024
BND,94,118,0.6973496722713024
BND,103,123,0.6973496722713024
BND,48,76,0.6973496722713024
HYG,87,109,0.6973496722713024
AGG,34,82,0.6972247497725205
VAW,117,130,0.6971243042671614
BIV,66,109,0.6970646907950984
HYG,124,135,0.6970646907950984
VIS,93,125,0.6969843184559711
MUB,38,61,0.6968272620446534
HYG,94,121,0.6967797093188943
BND,19,76,0.6967797093188943
HYG,102,115,0.6967797093188943
BND,93,129,0.6967797093188943
VAW,50,99,0.6966604823747681
^GSPC,91,92,0.6965532286212914
VIS,44,134,0.6965018094089264
HYG,103,134,0.6964947278426902
HYG,105,112,0.6964947278426902
HYG,111,125,0.6964947278426902
BND,62,81,0.6964947278426902
HYG,92,121,0.6964947278426902
HYG,95,107,0.6964947278426902
BIV,47,94,0.6964947278426902
VTV,48,58,0.6964285714285714
VMBS,81,121,0.6964160224877021
VIS,34,138,0.6962605548854041
VIS,44,124,0.6962605548854041
BIV,35,93,0.6962097463664861
BND,44,63,0.6962097463664861
BIV,68,105,0.6962097463664861
BND,117,120,0.6962097463664861
VTV,69,70,0.6961966604823747
AGG,4,85,0.6960873521383075
AGG,111,116,0.6960873521383075
BNDX,127,128,0.6960734319224885
VMBS,95,140,0.6960646521433591
VCIT,118,120,0.6960646521433591
VIS,44,133,0.6960193003618818
MUB,40,70,0.6959459459459459
BIV,109,115,0.6959247648902821
HYG,126,128,0.6959247648902821
VIG,48,56,0.6958611481975968
VIS,39,135,0.6957780458383594
VAW,115,140,0.6957328385899815
VCIT,111,119,0.6957132817990161
VCIT,85,129,0.6957132817990161
HYG,82,113,0.6956397834140781
BNDX,92,140,0.6955634880163182
VBR,6,105,0.6955009276437848
VAW,29,90,0.6955009276437848
VCIT,13,137,0.6953619114546732
HYG,119,120,0.695354801937874
HYG,130,137,0.695354801937874
VB,37,64,0.6952690166975881
VAW,120,136,0.6952690166975881
VYM,8,85,0.6951456310679611
HYG,104,130,0.69506982046167
HYG,93,126,0.69506982046167
VIS,41,138,0.6950542822677925
VHT,19,45,0.6950371057513914
VAW,108,127,0.6950371057513914
VCIT,21,140,0.6950105411103303
VGSH,67,81,0.6950105411103303
VCIT,95,122,0.6950105411103303
VYM,112,113,0.694868238557559
VIS,51,116,0.6948130277442702
VAW,123,134,0.6948051948051948
HYG,89,123,0.694784838985466
BND,90,112,0.694784838985466
HYG,96,115,0.694784838985466
MUB,92,110,0.6947708578143361
VFH,45,132,0.6945732838589982
BNDX,117,140,0.6945436002039775
BIV,98,114,0.6944998575092619
BND,107,117,0.6944998575092619
AGG,103,118,0.6944949954504095
MUB,82,90,0.6944770857814336
SHY,51,58,0.694371727748691
LQD,14,132,0.694371727748691
VAW,124,136,0.6943413729128015
VBR,7,106,0.6943413729128015
VB,119,138,0.6943413729128015
VAW,108,126,0.6943413729128015
VMBS,90,123,0.6943078004216444
VCIT,100,120,0.6943078004216444
VCIT,21,138,0.6943078004216444
AGG,85,129,0.6942675159235668
AGG,26,71,0.6942675159235668
AGG,22,82,0.6942675159235668
HYG,86,121,0.6942148760330579
HYG,102,108,0.6942148760330579
BIV,105,112,0.6942148760330579
MUB,60,64,0.6941833137485312
MUB,92,108,0.6941833137485312
VAW,89,116,0.6941094619666048
VAW,110,136,0.6941094619666048
VMBS,111,132,0.6939564300773015
VMBS,114,126,0.6939564300773015
BND,107,115,0.6939298945568538
BND,106,116,0.6939298945568538
BND,57,73,0.6939298945568538
VB,95,126,0.6938775510204082
VCR,44,52,0.6938775510204082
VAW,56,101,0.6938775510204082
VIS,106,131,0.6938480096501809
VAW,104,121,0.6936456400742115
VGT,11,56,0.6936456400742115
VMBS,89,123,0.6936050597329585
VCIT,53,135,0.6936050597329585
VTEB,125,134,0.6935714285714286
BNDX,84,137,0.6935237123916369
VIS,110,138,0.6933655006031363
VNQ,18,94,0.6933655006031363
MUB,71,87,0.6933019976498237
MUB,53,79,0.6933019976498237
VCIT,49,134,0.6932536893886156
VIG,21,60,0.6931909212283044
VB,67,111,0.6931818181818182
VB,19,72,0.6931818181818182
VB,16,73,0.6931818181818182
VB,37,71,0.6931818181818182
BND,103,118,0.6930749501282417
HYG,96,138,0.6930749501282417
BND,78,90,0.6930749501282417
MUB,78,107,0.6930082256169212
MUB,89,103,0.6930082256169212
MUB,55,61,0.6930082256169212
VFH,33,116,0.6929499072356216
VGSH,11,73,0.6929023190442727
VCIT,50,134,0.6929023190442727
VMBS,90,140,0.6929023190442727
VMBS,127,138,0.6929023190442727
VMBS,116,136,0.6929023190442727
VCIT,84,125,0.6929023190442727
VIS,26,75,0.6928829915560917
VTEB,34,117,0.6928571428571428
VTEB,127,136,0.6928571428571428
BND,85,106,0.6927899686520376
HYG,25,74,0.6927899686520376
VFH,54,135,0.6927179962894249
VAW,124,138,0.6927179962894249
VAW,128,139,0.6927179962894249
AGG,51,81,0.6926751592356688
VCIT,59,133,0.6925509486999297
VMBS,120,124,0.6925509486999297
VMBS,59,100,0.6925509486999297
BND,105,118,0.6925049871758335
HYG,102,104,0.6925049871758335
LQD,22,124,0.6924083769633508
VB,38,69,0.6922541743970315
VB,4,83,0.6922541743970315
VHT,43,56,0.6922541743970315
HYG,73,105,0.6922200056996295
HYG,56,76,0.6922200056996295
VMBS,114,128,0.6921995783555868
VCIT,26,135,0.6921995783555868
VMBS,80,129,0.6921995783555868
VMBS,106,140,0.6921995783555868
VFH,51,112,0.6920222634508348
VTV,61,63,0.6920222634508348
BNDX,112,124,0.691993880673126
^GSPC,57,67,0.6919720767888308
HYG,30,78,0.6919350242234255
BND,101,112,0.6919350242234255
BND,85,87,0.6919350242234255
VIG,8,55,0.6918558077436582
VCIT,11,128,0.6918482080112438
VMBS,111,123,0.6918482080112438
MUB,86,109,0.6918331374853114
VFH,48,115,0.6917903525046383
VAW,91,108,0.6917903525046383
VB,35,71,0.6917903525046383
AGG,42,74,0.6917652411282984
LQD,23,128,0.6917539267015707
SHY,49,61,0.6917539267015707
BIV,83,104,0.6916500427472214
BIV,82,103,0.6916500427472214
HYG,86,96,0.6916500427472214
BIV,33,78,0.6916500427472214
VFH,29,112,0.6915584415584416
VAW,42,92,0.6915584415584416
MUB,84,104,0.6915393654524089
AGG,56,95,0.6915377616014559
LQD,59,138,0.6915357766143106
VCIT,80,123,0.691496837666901
VMBS,94,134,0.691496837666901
BNDX,104,140,0.6914839367669556
BNDX,104,140,0.6914839367669556
BNDX,101,140,0.6914839367669556
VIS,83,113,0.6914354644149577
BND,38,59,0.6913650612710174
BIV,101,102,0.6913650612710174
BIV,107,108,0.6913650612710174
HYG,77,115,0.6913650612710174
VB,67,110,0.6913265306122449
VPU,11,55,0.6913265306122449
VFH,23,95,0.6913265306122449
VPU,44,63,0.6913265306122449
VB,85,100,0.6913265306122449
SHY,31,52,0.6913176265270506
AGG,33,72,0.6913102820746133
MUB,68,86,0.6912455934195064
VMBS,104,135,0.691145467322558
VMBS,58,103,0.691145467322558
VMBS,75,108,0.691145467322558
VHT,31,48,0.6910946196660482
VAW,61,101,0.6910946196660482
VFH,31,106,0.6910946196660482
SHY,20,47,0.6908813263525305
VCR,109,112,0.6908627087198516
VB,48,87,0.6908627087198516
VPU,31,59,0.6908627087198516
AGG,38,73,0.6908553230209281
BND,100,109,0.6907950983186093
VMBS,86,108,0.690794096978215
VMBS,123,128,0.690794096978215
VMBS,59,103,0.690794096978215
VMBS,117,126,0.690794096978215
VBR,6,78,0.6906307977736549
VAW,108,116,0.6906307977736549
BIV,53,89,0.6905101168424053
HYG,100,102,0.6905101168424053
BND,107,109,0.6905101168424053
VIS,19,72,0.6904704463208685
BNDX,94,131,0.690464048954615
VMBS,65,108,0.6904427266338721
VB,116,136,0.6903988868274582
MUB,83,105,0.6903642773207991
LQD,18,113,0.6902268760907504
BIV,66,95,0.6902251353662012
BND,111,112,0.6902251353662012
BIV,76,97,0.6902251353662012
AGG,37,69,0.6901728844404004
VAW,92,108,0.6901669758812616
VBR,12,85,0.6901669758812616
VMBS,123,129,0.6900913562895291
VCSH,50,54,0.6900913562895291
VGSH,62,75,0.6900913562895291
VMBS,110,119,0.6900913562895291
LQD,22,112,0.6900087260034904
LQD,20,119,0.6900087260034904
LQD,65,139,0.6900087260034904
VTEB,34,111,0.69
VIS,23,73,0.6899879372738239
BNDX,84,129,0.6899541050484447
VNQ,39,121,0.6897466827503016
VNQ,4,119,0.6897466827503016
VIS,107,128,0.6897466827503016
VCIT,73,123,0.6897399859451863
VMBS,127,129,0.6897399859451863
VMBS,87,115,0.6897399859451863
VCIT,92,121,0.6897399859451863
VFH,77,136,0.6897031539888683
VB,118,135,0.6897031539888683
HYG,48,69,0.6896551724137931
LQD,25,130,0.6895724258289704
AGG,50,73,0.6894904458598726
MUB,84,102,0.6894829612220916
VFH,18,102,0.6894712430426716
VFH,70,136,0.6894712430426716
BNDX,114,119,0.6894441611422744
VCIT,8,118,0.6893886156008433
LQD,35,131,0.6893542757417103
VTEB,122,137,0.6892857142857143
VTEB,122,138,0.6892857142857143
VTEB,31,102,0.6892857142857143
VFH,80,137,0.6892393320964749
VB,29,87,0.6892393320964749
VAW,56,94,0.6892393320964749
VFH,67,132,0.6892393320964749
LQD,64,134,0.6891361256544503
^GSPC,71,75,0.6891361256544503
VFH,26,104,0.6890074211502782
VB,122,136,0.6890074211502782
BNDX,108,126,0.688934217236104
HYG,92,93,0.6888002279851809
VNQ,97,136,0.6887816646562123
VFH,9,117,0.6887755102040817
VB,121,136,0.6887755102040817
VCIT,44,128,0.6886858749121574
AGG,81,119,0.6885805277525022
VTEB,121,131,0.6885714285714286
VAW,121,127,0.688543599257885
VHT,46,56,0.688543599257885
VNQ,110,140,0.68854041013269
VIS,104,125,0.68854041013269
BND,35,60,0.6885152465089769
LQD,44,140,0.6884816753926701
BNDX,108,127,0.6884242733299337
VMBS,84,94,0.6883345045678145
VMBS,118,121,0.6883345045678145
