Symbol,Short Window,Long Window,Accuracy
VMBS,54,102,0.6883345045678145
MUB,73,103,0.6883078730904818
HYG,96,97,0.6882302650327728
HYG,24,66,0.6882302650327728
HYG,96,97,0.6882302650327728
BIV,42,78,0.6882302650327728
VYM,18,79,0.6882108183079056
VFH,14,93,0.6880797773654916
VB,127,137,0.6880797773654916
VNQ,19,121,0.6880579010856454
VIS,111,131,0.6880579010856454
VIS,112,134,0.6880579010856454
LQD,26,105,0.6880453752181501
LQD,20,105,0.6880453752181501
^GSPC,21,51,0.6880453752181501
VMBS,114,119,0.6879831342234716
VMBS,69,103,0.6879831342234716
VMBS,114,117,0.6879831342234716
VMBS,81,137,0.6879831342234716
BND,25,62,0.6879452835565688
BIV,76,96,0.6879452835565688
BIV,68,75,0.6879452835565688
VB,92,106,0.687847866419295
LQD,28,134,0.68782722513089
LQD,33,124,0.68782722513089
MUB,61,101,0.6877203290246768
VMBS,70,94,0.6876317638791286
VMBS,72,101,0.6876317638791286
VMBS,55,107,0.6876317638791286
VMBS,110,114,0.6876317638791286
VCIT,23,102,0.6876317638791286
VB,119,131,0.6876159554730983
VFH,26,101,0.6876159554730983
VB,28,71,0.6876159554730983
^GSPC,18,49,0.68760907504363
VNQ,43,121,0.6875753920386007
VNQ,18,131,0.6875753920386007
VIS,107,124,0.6875753920386007
VAW,105,113,0.6873840445269017
HYG,32,74,0.6873753206041607
VNQ,83,139,0.6873341375150784
VMBS,93,119,0.6872803935347856
VGSH,31,69,0.6872803935347856
AGG,90,116,0.6872156505914467
LQD,52,134,0.68717277486911
LQD,41,137,0.68717277486911
VB,74,104,0.687152133580705
VB,46,79,0.687152133580705
VTEB,12,64,0.6871428571428572
MUB,51,81,0.6871327849588719
MUB,75,99,0.6871327849588719
VNQ,93,132,0.6870928829915561
VIS,65,99,0.6870928829915561
BIV,72,79,0.6870903391279567
AGG,53,73,0.6869881710646042
VMBS,103,116,0.6869290231904427
VCIT,105,110,0.6869290231904427
VCIT,13,109,0.6869290231904427
VCIT,36,104,0.6869290231904427
VAW,13,75,0.6869202226345084
VAW,117,121,0.6869202226345084
BNDX,106,129,0.6868944416114228
VIS,114,140,0.6868516284680338
VIG,6,49,0.6867823765020027
LQD,35,135,0.6867364746945899
VCR,18,33,0.6866883116883117
VB,77,106,0.6866883116883117
VIS,106,118,0.6866103739445114
VIS,71,127,0.6866103739445114
VMBS,114,115,0.6865776528460998
AGG,78,107,0.686533212010919
BIV,83,100,0.6865203761755486
VFH,79,123,0.686456400742115
VB,127,139,0.686456400742115
VTV,15,45,0.686456400742115
VTEB,120,132,0.6864285714285714
VTEB,121,135,0.6864285714285714
BNDX,101,128,0.6863844977052524
VYM,48,89,0.6862690707350901
MUB,63,99,0.6862514688601645
BIV,77,88,0.6862353946993446
HYG,26,63,0.6862353946993446
VFH,58,122,0.6862244897959183
VAW,123,127,0.6862244897959183
LQD,24,99,0.6860820244328097
AGG,71,94,0.6860782529572339
VB,28,80,0.6859925788497218
VB,73,105,0.6859925788497218
VB,92,101,0.6859925788497218
VIS,108,128,0.6858866103739445
VIS,92,109,0.6858866103739445
VNQ,29,94,0.6858866103739445
VMBS,75,133,0.6858749121574139
LQD,82,139,0.6858638743455497
VBR,96,140,0.6857606679035251
VPU,17,55,0.6857606679035251
VPU,49,68,0.6857606679035251
VTEB,42,107,0.6857142857142857
HYG,32,67,0.6856654317469365
BIV,84,100,0.6856654317469365
MUB,69,97,0.6856639247943596
MUB,71,101,0.6856639247943596
MUB,69,95,0.6856639247943596
LQD,33,80,0.6856457242582897
LQD,71,133,0.6856457242582897
VIS,91,109,0.6856453558504222
VNQ,16,91,0.6856453558504222
VIS,114,133,0.6856453558504222
VNQ,45,121,0.6856453558504222
AGG,71,92,0.6856232939035487
VFH,67,123,0.6855287569573284
VAW,115,119,0.6855287569573284
VMBS,51,107,0.685523541813071
VCIT,22,84,0.685523541813071
VMBS,106,110,0.685523541813071
VIS,38,70,0.6854041013268999
VIS,96,106,0.6854041013268999
AGG,100,105,0.685395814376706
BND,30,56,0.6853804502707324
BNDX,109,120,0.6853646098929118
LQD,36,80,0.6852094240837696
VCIT,63,123,0.685172171468728
VCIT,41,118,0.685172171468728
AGG,70,77,0.6851683348498635
VIS,119,128,0.6851628468033776
VIS,108,127,0.6851628468033776
MUB,48,83,0.6850763807285546
VFH,15,95,0.685064935064935
VFH,122,138,0.685064935064935
VTEB,37,107,0.685
VTEB,123,131,0.685
LQD,125,130,0.6849912739965096
LQD,35,80,0.6849912739965096
AGG,61,72,0.684940855323021
AGG,73,99,0.684940855323021
VOX,11,138,0.6849215922798553
VNQ,84,127,0.6849215922798553
VAW,103,110,0.6848330241187384
VCR,9,51,0.6848330241187384
VB,128,137,0.6848330241187384
VCIT,94,115,0.6848208011243851
VCIT,8,102,0.6848208011243851
BND,4,55,0.6848104873183243
LQD,34,82,0.6847731239092496
AGG,64,98,0.6847133757961783
VIS,92,106,0.684680337756333
VIS,49,81,0.684680337756333
VB,22,55,0.6846011131725418
VPU,46,60,0.6846011131725418
VFH,90,125,0.6846011131725418
LQD,38,119,0.6845549738219895
VMBS,17,105,0.6844694307800422
VCIT,44,115,0.6844694307800422
VFH,90,134,0.6843692022263451
VB,128,135,0.6843692022263451
VTEB,121,136,0.6842857142857143
VTEB,43,106,0.6842857142857143
VTEB,38,106,0.6842857142857143
AGG,77,95,0.6842584167424932
BIV,76,89,0.6842405243659162
VB,113,124,0.6841372912801484
LQD,27,91,0.6841186736474695
VMBS,100,109,0.6841180604356992
VCSH,48,50,0.6841180604356992
VIS,43,72,0.6839565741857659
VIS,94,103,0.6839565741857659
VPU,48,67,0.6839053803339518
VCR,100,101,0.6839053803339518
VB,50,63,0.6839053803339518
BNDX,85,122,0.6838347781744009
BNDX,58,139,0.6838347781744009
VMBS,82,91,0.6837666900913563
VCIT,6,114,0.6837666900913563
VMBS,66,124,0.6837666900913563
LQD,61,119,0.6836823734729494
VBR,26,92,0.6836734693877551
BIV,24,76,0.6836705614135081
MUB,10,46,0.6836075205640423
VIS,123,133,0.6834740651387213
VB,126,130,0.6834415584415584
VCIT,35,92,0.6834153197470133
BIV,88,93,0.6833855799373041
AGG,60,77,0.6833484986351228
LQD,84,134,0.6832460732984293
VIS,123,131,0.683232810615199
VIS,121,132,0.683232810615199
VIS,73,140,0.683232810615199
BIV,92,93,0.6831005984611
VMBS,12,136,0.6830639494026705
VMBS,68,127,0.6830639494026705
VMBS,87,93,0.6830639494026705
VMBS,51,115,0.6830639494026705
VMBS,92,114,0.6830639494026705
VFH,4,99,0.6829777365491652
VFH,76,113,0.6829777365491652
VYM,36,64,0.6829403606102635
^GSPC,34,55,0.6828097731239092
VIS,125,138,0.6827503015681544
VB,119,123,0.6827458256029685
VAW,127,130,0.6827458256029685
MUB,53,95,0.6827262044653349
MUB,38,56,0.6827262044653349
AGG,97,106,0.6826660600545951
VFH,102,125,0.6825139146567718
VNQ,88,126,0.6825090470446321
AGG,97,103,0.6824385805277525
MUB,41,48,0.6824324324324325
VMBS,67,126,0.6823612087139845
VMBS,49,120,0.6823612087139845
VCIT,38,95,0.6823612087139845
VNQ,31,83,0.6822677925211098
HYG,29,60,0.6822456540324879
BIV,19,79,0.6822456540324879
LQD,78,131,0.6821553228621291
VTEB,28,134,0.6821428571428572
VMBS,55,116,0.6820098383696416
VCIT,102,107,0.6820098383696416
LQD,16,92,0.6819371727748691
VYM,39,79,0.6818307905686547
VB,91,97,0.6818181818181818
VB,122,129,0.6818181818181818
LQD,35,112,0.6817190226876091
LQD,42,99,0.6817190226876091
LQD,43,78,0.6817190226876091
VIG,20,55,0.6817089452603471
VB,120,125,0.6815862708719852
VIS,125,137,0.6815440289505428
BIV,90,98,0.6813907096038757
VFH,27,82,0.6813543599257885
VIS,126,138,0.6813027744270205
VIS,117,123,0.6813027744270205
VIS,21,65,0.6813027744270205
AGG,80,96,0.6813011828935396
LQD,124,127,0.681282722513089
BIV,18,78,0.6811057281276717
BIV,61,71,0.6811057281276717
^GSPC,23,50,0.681064572425829
VNQ,116,140,0.6810615199034982
VCIT,99,106,0.6809557273366128
VB,120,124,0.6808905380333952
VHT,33,45,0.6808905380333952
LQD,40,100,0.680846422338569
AGG,38,60,0.6808462238398544
BIV,62,83,0.6808207466514676
BNDX,73,125,0.6807751147373788
VFH,114,132,0.6806586270871985
LQD,47,97,0.680628272251309
LQD,32,70,0.680628272251309
AGG,96,100,0.6806187443130118
VMBS,29,103,0.6806043569922698
VMBS,69,139,0.6806043569922698
VMBS,17,97,0.6806043569922698
VMBS,61,120,0.6806043569922698
VCIT,30,80,0.6806043569922698
HYG,55,67,0.6805357651752636
HYG,57,64,0.6805357651752636
AGG,79,89,0.6803912647861693
MUB,48,50,0.6803760282021152
VNQ,49,138,0.6803377563329313
VCIT,108,109,0.6802529866479269
HYG,16,56,0.6802507836990596
VFH,110,127,0.6801948051948052
AGG,78,93,0.6801637852593266
VOX,23,134,0.680096501809409
VNQ,47,131,0.680096501809409
VIS,58,125,0.680096501809409
MUB,57,91,0.6800822561692127
MUB,54,91,0.6800822561692127
VTEB,116,139,0.68
LQD,118,134,0.6799738219895288
VPU,53,65,0.6799628942486086
VFH,130,138,0.6799628942486086
AGG,36,57,0.6799363057324841
AGG,94,101,0.6799363057324841
VMBS,33,121,0.6799016163035839
VNQ,52,140,0.6798552472858866
VNQ,104,130,0.6798552472858866
LQD,23,79,0.6797556719022687
VAW,130,132,0.6797309833024119
VHT,19,38,0.6797309833024119
VFH,106,133,0.6797309833024119
BIV,64,68,0.6796808207466515
VIS,89,98,0.6796139927623643
VIS,56,86,0.6796139927623643
VMBS,61,126,0.6795502459592411
VFH,109,132,0.6794990723562152
BIV,29,68,0.6793958392704474
VNQ,12,86,0.679372738238842
VIS,129,131,0.679372738238842
LQD,84,130,0.6793193717277487
VFH,22,83,0.6792671614100185
BNDX,85,119,0.6792452830188679
VGSH,39,65,0.6791988756148981
VMBS,46,96,0.6791988756148981
VCIT,24,61,0.6791988756148981
VCIT,10,67,0.6791988756148981
VNQ,48,135,0.6791314837153196
VIS,122,126,0.6791314837153196
BIV,59,78,0.6791108577942434
VFH,129,138,0.6790352504638218
VNQ,60,132,0.6788902291917973
VMBS,49,122,0.6788475052705552
VFH,10,85,0.6788033395176253
VB,107,115,0.6788033395176253
VB,61,67,0.6788033395176253
VGT,10,43,0.6788033395176253
LQD,51,98,0.6786649214659686
VOX,21,135,0.678648974668275
AGG,23,57,0.6785714285714286
VMBS,33,105,0.6784961349262122
VCIT,26,79,0.6784961349262122
VMBS,41,139,0.6784961349262122
VIS,129,134,0.6784077201447527
VNQ,111,132,0.6784077201447527
VNQ,34,79,0.6784077201447527
VIS,130,136,0.6784077201447527
VPU,13,40,0.6783395176252319
VTV,7,29,0.6783395176252319
VB,62,68,0.6783395176252319
MUB,30,50,0.6783196239717979
^GSPC,34,52,0.6782286212914486
BNDX,76,122,0.6782253952065272
VMBS,45,123,0.6781447645818693
VMBS,63,131,0.6781447645818693
VMBS,37,139,0.6781447645818693
VCIT,51,108,0.6781447645818693
VFH,130,134,0.6781076066790352
VFH,40,81,0.6781076066790352
VNQ,107,130,0.6779252110977081
VPU,38,52,0.6778756957328386
VGSH,18,63,0.6777933942375264
LQD,88,130,0.6777923211169284
LQD,88,130,0.6777923211169284
SHY,43,51,0.6777923211169284
VNQ,84,120,0.6776839565741858
VYM,60,97,0.6776699029126214
AGG,86,103,0.6776615104640582
VFH,87,111,0.6776437847866419
VNQ,29,132,0.6774427020506635
VMBS,40,133,0.6774420238931834
VMBS,53,137,0.6774420238931834
VAW,62,89,0.6774118738404453
VAW,46,79,0.6771799628942486
VAW,94,98,0.6771799628942486
VFH,106,113,0.6771799628942486
LQD,59,109,0.6771378708551483
HYG,43,56,0.677115987460815
VMBS,62,133,0.6770906535488405
VMBS,60,88,0.6770906535488405
AGG,89,106,0.6769790718835305
VIS,87,98,0.6769601930036189
VCIT,43,93,0.6767392832044975
VMBS,53,136,0.6767392832044975
VCIT,31,69,0.6767392832044975
VMBS,41,127,0.6767392832044975
VNQ,129,137,0.6767189384800965
VAW,86,94,0.6767161410018553
BNDX,89,116,0.6766955634880163
VAW,76,94,0.6764842300556586
LQD,73,120,0.6764834205933682
VNQ,124,140,0.6764776839565741
VYM,30,58,0.6762829403606103
LQD,113,130,0.6762652705061082
^GSPC,30,49,0.6762652705061082
VCR,22,31,0.6762523191094619
LQD,62,110,0.6760471204188482
LQD,62,110,0.6760471204188482
LQD,72,119,0.6760471204188482
VPU,22,46,0.6760204081632653
VFH,109,121,0.6760204081632653
VFH,129,132,0.6760204081632653
VNQ,108,128,0.6759951749095295
AGG,51,62,0.6758416742493175
VFH,117,124,0.6757884972170687
VTEB,60,113,0.6757142857142857
BIV,61,65,0.6756910800797948
VCIT,85,107,0.6756851721714687
VFH,83,108,0.675556586270872
VIS,57,131,0.6755126658624849
VFH,88,109,0.6753246753246753
LQD,65,113,0.675174520069808
SHY,45,48,0.675174520069808
BNDX,86,115,0.6751657317695053
VBR,40,76,0.6750927643784786
VTV,19,32,0.6750927643784786
VGIT,103,140,0.6749824314827828
BIV,59,63,0.6748361356511827
VNQ,10,81,0.674788902291918
VIS,59,91,0.674788902291918
LQD,116,117,0.6747382198952879
LQD,115,116,0.6747382198952879
BNDX,77,116,0.674655787863335
VTV,18,38,0.6746289424860853
VFH,119,122,0.6746289424860853
BIV,35,68,0.6745511541749786
VIS,45,64,0.6745476477683957
VNQ,103,126,0.6745476477683957
VNQ,112,132,0.6745476477683957
LQD,48,73,0.6745200698080279
LQD,95,131,0.6745200698080279
VNQ,32,74,0.6743063932448733
VNQ,124,140,0.6743063932448733
VTEB,63,111,0.6742857142857143
VMBS,46,84,0.674279690794097
VFH,125,129,0.674165120593692
VFH,102,114,0.674165120593692
VFH,114,118,0.674165120593692
VBR,27,78,0.674165120593692
VFH,121,123,0.674165120593692
BNDX,72,120,0.6741458439571647
VNQ,122,131,0.674065138721351
VFH,123,129,0.6739332096474954
VCSH,29,38,0.673928320449754
LQD,26,61,0.6738656195462478
VFH,25,78,0.6737012987012987
VFH,107,112,0.6737012987012987
VTEB,36,101,0.6735714285714286
VAW,46,77,0.673469387755102
VFH,89,108,0.673469387755102
VBR,68,139,0.673469387755102
VBR,83,133,0.673469387755102
VFH,102,112,0.673469387755102
VB,68,79,0.6732374768089053
VFH,122,125,0.6732374768089053
VMBS,52,86,0.6732255797610681
VMBS,43,92,0.6732255797610681
VIG,39,57,0.6731642189586114
VGIT,107,139,0.6728742094167253
VBR,78,138,0.6727736549165121
VFH,94,110,0.6727736549165121
VAW,56,82,0.6727736549165121
BIV,56,62,0.6725562838415503
VCR,4,38,0.6725417439703154
VFH,60,80,0.6725417439703154
VB,102,103,0.6725417439703154
VAW,83,92,0.6725417439703154
VMBS,47,86,0.6725228390723823
VNQ,124,133,0.6723763570566949
LQD,92,121,0.6723385689354275
VGSH,41,63,0.6721714687280393
VMBS,64,80,0.6721714687280393
VMBS,43,91,0.6721714687280393
VCIT,44,79,0.6721714687280393
VGIT,95,138,0.6721714687280393
VTEB,39,134,0.6721428571428572
VTEB,63,113,0.6721428571428572
LQD,89,113,0.6721204188481675
BNDX,77,114,0.6721060683324834
VBR,76,138,0.672077922077922
VFH,119,124,0.672077922077922
VFH,119,124,0.672077922077922
BIV,39,69,0.6719863208891422
BIV,6,70,0.6719863208891422
VYM,9,71,0.6718446601941748
VMBS,50,83,0.6718200983836964
VCIT,57,106,0.6718200983836964
LQD,69,114,0.6716841186736475
LQD,91,119,0.6716841186736475
VNQ,34,65,0.6716525934861278
VTV,30,40,0.6716141001855288
VCIT,58,106,0.6714687280393534
LQD,101,119,0.6714659685863874
VTEB,7,46,0.6714285714285714
VAW,101,102,0.6713821892393321
AGG,18,53,0.6712920837124658
LQD,69,110,0.6712478184991274
LQD,96,111,0.6712478184991274
VFH,92,107,0.6711502782931354
LQD,55,95,0.6710296684118674
VNQ,10,77,0.6709288299155609
VOX,39,136,0.6709288299155609
VNQ,104,123,0.6709288299155609
VAW,38,66,0.6709183673469388
SHY,25,42,0.6708115183246073
LQD,82,106,0.6708115183246073
LQD,77,118,0.6708115183246073
VMBS,50,81,0.6707659873506676
VGIT,72,140,0.6707659873506676
VBR,86,132,0.6706864564007421
LQD,111,114,0.6705933682373473
LQD,110,118,0.6705933682373473
LQD,98,109,0.6705933682373473
VNQ,105,124,0.6704463208685163
VIS,63,86,0.6704463208685163
LQD,84,109,0.6703752181500873
LQD,83,109,0.6703752181500873
VBR,48,132,0.6702226345083488
VBR,64,86,0.6702226345083488
LQD,84,113,0.6701570680628273
LQD,59,99,0.6701570680628273
LQD,78,108,0.6701570680628273
VCIT,64,94,0.6700632466619817
VTV,10,29,0.6699907235621522
VBR,109,140,0.6699907235621522
VNQ,113,127,0.6699638118214717
VNQ,129,131,0.6697225572979494
VCIT,97,98,0.6697118763176388
VCIT,96,97,0.6697118763176388
VMBS,41,74,0.6697118763176388
VMBS,31,68,0.6697118763176388
VYM,41,58,0.669625520110957
VB,67,70,0.6695269016697588
VBR,77,134,0.6692949907235621
VBR,106,135,0.6692949907235621
VBR,51,84,0.6692949907235621
VTEB,55,122,0.6692857142857143
VNQ,130,131,0.6692400482509047
LQD,105,111,0.669066317626527
VAW,94,95,0.6690630797773655
VAW,94,95,0.6690630797773655
VGIT,116,139,0.6690091356289529
VNQ,100,120,0.6689987937273824
VNQ,52,74,0.6689987937273824
VBR,119,129,0.6688311688311688
VIS,68,88,0.66875753920386
VGIT,67,140,0.66865776528461
VGIT,121,140,0.66865776528461
LQD,102,115,0.668630017452007
LQD,75,100,0.668630017452007
MUB,29,45,0.6686251468860165
VHT,24,33,0.6685992578849722
VBR,31,79,0.6685992578849722
VFH,99,104,0.6685992578849722
VBR,57,134,0.6685992578849722
LQD,98,107,0.6684118673647469
LQD,58,65,0.6684118673647469
SHY,29,43,0.6684118673647469
VBR,94,127,0.6683673469387755
VBR,106,134,0.6683673469387755
BIV,10,71,0.6682815616984896
VOX,30,127,0.6682750301568154
BNDX,98,104,0.6680265170831209
BIV,39,65,0.6679965802222856
LQD,84,96,0.6679755671902269
VCIT,79,89,0.6679550245959242
VCR,9,36,0.6679035250463822
VTEB,118,128,0.6678571428571428
VBR,93,125,0.6676716141001855
AGG,48,58,0.6674249317561419
VGIT,110,133,0.6672522839072382
VCIT,81,87,0.6672522839072382
VBR,111,138,0.6672077922077922
VGT,8,33,0.6672077922077922
VBR,110,138,0.6672077922077922
BNDX,50,126,0.6670066292707802
VBR,106,133,0.6669758812615956
VBR,51,66,0.6669758812615956
VFH,35,68,0.6669758812615956
VTV,45,46,0.6669758812615956
VBR,56,69,0.6669758812615956
VBR,126,136,0.6667439703153989
VBR,113,134,0.6667439703153989
VNQ,109,127,0.6665862484921592
VMBS,54,75,0.6665495432185523
VCIT,65,86,0.6665495432185523
VMBS,71,72,0.6665495432185523
VTEB,110,138,0.6664285714285715
VTEB,63,105,0.6664285714285715
VYM,90,91,0.6662968099861304
BIV,49,57,0.6662866913650612
BIV,30,61,0.6662866913650612
VBR,38,92,0.6662801484230055
VCIT,87,89,0.6661981728742095
VNQ,81,108,0.6661037394451146
VFH,40,66,0.6660482374768089
VAW,80,85,0.6660482374768089
VGIT,94,125,0.6658468025298665
VBR,106,130,0.6658163265306123
VAW,51,71,0.6658163265306123
HYG,11,40,0.6657167284126532
VTEB,55,128,0.6657142857142857
VGT,3,27,0.6655844155844156
VBR,119,123,0.6655844155844156
VAW,72,87,0.6655844155844156
MUB,23,41,0.6653936545240893
VBR,123,132,0.6653525046382189
VAW,20,50,0.6653525046382189
VGIT,125,139,0.6651440618411806
BNDX,40,135,0.664966853646099
BNDX,88,108,0.664966853646099
BNDX,40,135,0.664966853646099
VNQ,110,117,0.6648974668275031
VNQ,102,117,0.6648974668275031
BLV,22,126,0.664576802507837
VCIT,21,51,0.6644413211524948
VCIT,91,94,0.6644413211524948
VGIT,110,131,0.6644413211524948
VBR,89,124,0.6644248608534323
VTEB,109,140,0.6642857142857143
LQD,62,75,0.6642670157068062
VFH,64,72,0.6641929499072357
VBR,62,134,0.6641929499072357
VGSH,37,58,0.6640899508081518
LQD,57,80,0.6640488656195462
BLV,25,83,0.6640068395554289
VBR,108,134,0.663961038961039
BNDX,96,100,0.6639469658337583
VMBS,16,77,0.6637385804638088
VBR,86,101,0.6637291280148423
VNQ,83,111,0.6636911942098914
VTEB,126,130,0.6635714285714286
VHT,16,25,0.6634972170686456
BNDX,95,101,0.6634370219275879
BNDX,57,115,0.6634370219275879
SHY,19,38,0.6633944153577661
VGIT,122,136,0.6633872101194659
VBR,84,111,0.6632653061224489
VBR,81,105,0.6632653061224489
VBR,73,128,0.6632653061224489
VBR,110,131,0.6632653061224489
LQD,43,54,0.6631762652705061
LQD,64,75,0.6631762652705061
^GSPC,42,52,0.6631762652705061
VBR,68,74,0.6630333951762524
VAW,5,44,0.6630333951762524
IEF,108,124,0.6629581151832461
VBR,88,122,0.6628014842300557
VAW,53,69,0.6628014842300557
VBR,124,140,0.6628014842300557
VNQ,106,122,0.6627261761158022
HYG,6,33,0.6625819321744086
VBR,79,102,0.662569573283859
VBR,108,127,0.662569573283859
VBR,123,140,0.662569573283859
BNDX,36,134,0.6624171341152473
VBR,102,125,0.6623376623376623
VGIT,123,135,0.6623330990864371
LQD,89,92,0.662303664921466
BIV,39,57,0.6622969506982046
BLV,47,134,0.6622969506982046
VTEB,28,85,0.6621428571428571
BND,38,41,0.6620119692220006
VCIT,63,71,0.6619817287420942
VAW,39,59,0.661873840445269
VBR,78,126,0.661873840445269
VBR,84,110,0.661873840445269
AGG,37,46,0.6617379435850773
BLV,56,140,0.6617269877457965
BLV,15,83,0.6617269877457965
VBR,109,124,0.6616419294990723
VFH,90,94,0.6616419294990723
VBR,126,129,0.6616419294990723
VBR,98,120,0.6616419294990723
VBR,47,58,0.6616419294990723
VGIT,84,129,0.6616303583977512
VCIT,55,76,0.6616303583977512
VGIT,61,140,0.6616303583977512
VGIT,107,123,0.6616303583977512
BLV,23,101,0.6614420062695925
VTEB,109,134,0.6614285714285715
VCIT,80,82,0.6612789880534083
LQD,70,84,0.6612129144851658
LQD,67,92,0.6612129144851658
LQD,67,92,0.6612129144851658
VAW,39,55,0.661178107606679
LQD,67,76,0.6609947643979057
VIS,44,58,0.6607961399276236
VFH,87,97,0.6607142857142857
VBR,91,103,0.6607142857142857
VBR,95,116,0.6607142857142857
VBR,78,110,0.6607142857142857
VBR,94,100,0.6607142857142857
VNQ,94,110,0.6605548854041013
BNDX,92,100,0.660377358490566
BLV,4,136,0.6603020803647763
VBR,22,48,0.6602504638218923
VGIT,129,139,0.6602248770203795
VYM,20,44,0.6601941747572816
BLV,37,109,0.6600170988885723
EMB,21,131,0.6598680263947211
BNDX,65,111,0.6598674145843957
VNQ,92,107,0.6598311218335344
VOX,62,137,0.6598311218335344
IEF,115,140,0.6596858638743456
VBR,111,112,0.6595547309833024
VCIT,76,78,0.6595221363316937
SHY,28,40,0.6594677137870855
IEF,106,118,0.6594677137870855
BLV,55,127,0.6594471359361641
BLV,50,111,0.6594471359361641
BLV,36,84,0.6594471359361641
BNDX,21,94,0.6593574706782254
VBR,72,87,0.6593228200371057
VBR,110,116,0.6593228200371057
VBR,76,109,0.6593228200371057
VGIT,77,129,0.6591707659873507
VMBS,40,51,0.6591707659873507
VMBS,38,63,0.6591707659873507
VMBS,31,53,0.6591707659873507
BLV,35,128,0.6591621544599601
VNQ,95,106,0.6591073582629674
VBR,105,123,0.6590909090909091
BIV,28,56,0.658877172983756
VOX,59,138,0.6588661037394451
BNDX,37,123,0.658847526772055
BNDX,21,85,0.658847526772055
BNDX,90,103,0.658847526772055
VCLT,22,136,0.6588193956430077
LQD,15,46,0.6588132635253054
VAW,70,73,0.6586270871985158
SHY,31,40,0.6585951134380453
VTEB,39,135,0.6585714285714286
VYM,53,77,0.6585298196948682
VGSH,38,57,0.6584680252986648
VCIT,36,42,0.6584680252986648
VGSH,24,54,0.6584680252986648
VCLT,29,87,0.6584680252986648
VIS,44,56,0.6583835946924005
VOX,65,135,0.6583835946924005
VNQ,107,109,0.6583835946924005
EMB,8,132,0.6583683263347331
VGIT,124,134,0.6581166549543218
LQD,27,43,0.6579406631762653
IEF,113,135,0.6579406631762653
VGIT,130,134,0.657765284609979
BLV,12,118,0.6577372470789399
SHY,14,36,0.6577225130890052
VNQ,103,108,0.6576598311218336
SHY,27,37,0.6575043630017452
VBR,71,123,0.6574675324675324
BLV,35,117,0.6574522656027358
VOX,34,123,0.6574185765983113
VCIT,57,71,0.657413914265636
BNDX,15,107,0.6573176950535441
IEF,122,127,0.6572862129144852
VBR,89,98,0.6572356215213359
IEF,119,129,0.6570680628272252
VGIT,130,138,0.657062543921293
VCIT,47,68,0.657062543921293
VCIT,53,70,0.657062543921293
VCIT,47,68,0.657062543921293
VGIT,108,120,0.657062543921293
VAW,67,77,0.6567717996289425
VGIT,127,135,0.6567111735769501
VDE,9,140,0.6566948130277442
IEF,94,140,0.6566317626527051
EMB,14,138,0.6565686862627474
VDE,28,111,0.6564535585042219
VCIT,74,75,0.6563598032326071
VGIT,55,136,0.6563598032326071
BLV,50,105,0.6563123396979197
VBR,61,126,0.6563079777365491
MUB,25,35,0.6562867215041128
EMB,6,131,0.6562687462507498
IEF,114,121,0.6561954624781849
VMBS,56,57,0.6560084328882643
VGIT,91,117,0.6560084328882643
VBR,69,119,0.6558441558441559
BNDX,27,91,0.6557878633350331
BNDX,68,107,0.6557878633350331
VOX,83,140,0.655729794933655
VOX,74,136,0.655729794933655
VGIT,129,136,0.6556570625439213
IEF,65,140,0.6555410122164049
AGG,18,39,0.655368516833485
IEF,116,122,0.6553228621291448
VGIT,126,131,0.6553056921995783
VCLT,32,129,0.6553056921995783
BNDX,81,99,0.6552779194288628
VDE,4,112,0.6550060313630881
VGIT,117,126,0.6549543218552354
VGIT,110,121,0.6549543218552354
BLV,32,119,0.6548874323168994
IEF,126,129,0.6548865619546248
IEF,90,139,0.6548865619546248
EMB,20,114,0.6547690461907618
VNQ,85,102,0.6547647768395657
IEF,105,113,0.6546684118673648
IEF,118,123,0.6546684118673648
VCLT,67,133,0.6546029515108924
VGIT,127,131,0.6546029515108924
HYG,23,43,0.6546024508406953
EMB,17,120,0.6544691061787642
IEF,66,129,0.6544502617801047
VOX,55,125,0.6542822677925211
VCLT,26,78,0.6542515811665496
VGIT,109,119,0.6542515811665496
VCLT,21,82,0.6542515811665496
VAW,63,67,0.6542207792207793
BIV,6,45,0.6540324878882873
IEF,110,133,0.6540139616055847
VBR,71,115,0.6539888682745826
VGIT,48,139,0.6539002108222066
VGIT,126,134,0.6539002108222066
VNQ,101,103,0.6537997587454765
VAW,12,42,0.6537569573283859
BNDX,32,95,0.6537480877103519
BNDX,18,116,0.6537480877103519
BNDX,35,90,0.6537480877103519
VTEB,84,118,0.6535714285714286
IEF,96,139,0.6533595113438045
VMBS,25,52,0.6531974701335207
BLV,73,127,0.6531775434596752
VNQ,23,76,0.6530759951749096
VBR,96,97,0.6530612244897959
VTEB,103,131,0.6528571428571428
VCLT,38,94,0.6528460997891778
VDE,21,96,0.6528347406513872
EMB,27,101,0.6526694661067787
HYG,28,44,0.6526075805072671
VOX,88,135,0.6525934861278649
VCSH,13,20,0.6524947294448349
IEF,57,132,0.6524869109947644
IEF,56,132,0.6524869109947644
VAW,20,44,0.6523654916512059
BLV,74,120,0.6523225990310629
IEF,56,131,0.6522687609075044
BNDX,13,73,0.6522182559918409
VGIT,45,139,0.6521433591004919
VGIT,105,113,0.6521433591004919
VGIT,95,110,0.6521433591004919
VTEB,70,127,0.6521428571428571
VBR,40,52,0.6521335807050093
