Date,Open,High,Low,Close,Adj Close,Volume,RSI,RSI_Slope
2004-06-28,1134.4300537109375,1144.199951171875,1123.06005859375,1125.3800048828125,1125.3800048828125,6784100000,55.85212963321952,4.596683747128138
2004-07-05,1125.3800048828125,1125.3800048828125,1108.719970703125,1112.81005859375,1112.81005859375,5199300000,38.564651155626414,-1.0827441603286487
2004-07-12,1112.81005859375,1119.5999755859375,1101.0699462890625,1101.3900146484375,1101.3900146484375,6635300000,36.027405391501745,-5.77225646728492
2004-07-19,1101.3900146484375,1116.27001953125,1083.56005859375,1086.199951171875,1086.199951171875,7463500000,33.445014865360164,-7.046051244412209
2004-07-26,1086.199951171875,1103.72998046875,1078.780029296875,1101.719970703125,1101.719970703125,7406800000,37.51764550042679,-4.178860455585172
2004-08-02,1101.719970703125,1108.5999755859375,1062.22998046875,1063.969970703125,1063.969970703125,6901900000,36.475406088353374,-0.2688250025621038
2004-08-09,1063.969970703125,1079.0400390625,1060.719970703125,1064.800048828125,1064.800048828125,6322200000,38.87943848588526,0.8734457411760239
2004-08-16,1064.800048828125,1100.260009765625,1064.800048828125,1098.3499755859375,1098.3499755859375,6205800000,50.72416970169238,3.592010265812291
2004-08-23,1098.3499755859375,1109.6800537109375,1092.8199462890625,1107.77001953125,1107.77001953125,5175600000,53.734549523653094,4.6682571659791625
2004-08-30,1107.77001953125,1120.800048828125,1094.719970703125,1113.6300048828125,1113.6300048828125,5165970000,47.914063188492065,3.7732425238045217
2004-09-06,1113.6300048828125,1125.260009765625,1113.6199951171875,1123.9200439453125,1123.9200439453125,5093200000,50.40010235576469,2.023122122655854
2004-09-13,1123.9200439453125,1130.1400146484375,1119.8199462890625,1128.550048828125,1128.550048828125,6296800000,47.64456449130144,-0.9493657588670296
2004-09-20,1128.550048828125,1131.5400390625,1108.050048828125,1110.1099853515625,1110.1099853515625,6444200000,43.27156736609772,-2.1195463012301374
2004-09-27,1110.1099853515625,1131.6400146484375,1101.2900390625,1131.5,1131.5,7393200000,49.28851203183273,-0.43796373029856356
2004-10-04,1131.5,1142.050048828125,1120.18994140625,1122.1400146484375,1122.1400146484375,7108200000,49.214434376176484,-0.07273884186451128
2004-10-11,1122.1400146484375,1127.010009765625,1102.06005859375,1108.199951171875,1108.199951171875,6944700000,48.889614131649196,0.8432966290774282
2004-10-18,1108.199951171875,1117.9599609375,1094.25,1095.739990234375,1095.739990234375,7939100000,48.645923963445064,1.0349815294511153
2004-10-25,1095.739990234375,1131.4000244140625,1090.2900390625,1130.199951171875,1130.199951171875,7936800000,59.65335053064933,2.0161166584901773
2004-11-01,1130.199951171875,1170.8699951171875,1127.5999755859375,1166.1700439453125,1166.1700439453125,8329500000,62.975642484461666,3.8286152615570495
2004-11-08,1166.1700439453125,1184.1700439453125,1162.3199462890625,1184.1700439453125,1184.1700439453125,7238400000,76.29045444181187,6.913139914134196
2004-11-15,1184.1700439453125,1188.4599609375,1169.18994140625,1170.3399658203125,1170.3399658203125,7485200000,71.84185037406735,6.302895673240712
2004-11-22,1170.3399658203125,1186.6199951171875,1167.8900146484375,1182.6500244140625,1182.6500244140625,4475180000,69.12777145034988,2.7815049729006796
2004-11-29,1182.6500244140625,1197.4599609375,1172.3699951171875,1191.1700439453125,1191.1700439453125,8046400000,69.00116196346795,0.4888355966550577
2004-12-06,1191.1700439453125,1192.4100341796875,1173.7900390625,1188.0,1188.0,7481900000,67.15409484154313,-2.111340761113689
2004-12-13,1188.0,1207.969970703125,1188.0,1194.199951171875,1194.199951171875,8805200000,66.52243013022613,-1.26125170964892
2004-12-20,1194.199951171875,1213.6600341796875,1193.3599853515625,1210.1300048828125,1210.1300048828125,5253400000,68.21140945266825,-0.4311455828605091
2004-12-27,1210.1300048828125,1217.3299560546875,1204.9200439453125,1211.9200439453125,1211.9200439453125,4447600000,74.55262150784539,1.2160233699879996
2005-01-03,1211.9200439453125,1217.800048828125,1182.1600341796875,1186.18994140625,1186.18994140625,8017700000,62.91865532028761,-0.04406876648917688
2005-01-10,1186.18994140625,1194.780029296875,1175.6400146484375,1184.52001953125,1184.52001953125,7387000000,65.2906899851407,-0.7756234422551487
2005-01-17,1184.52001953125,1195.97998046875,1167.8199462890625,1167.8699951171875,1167.8699951171875,6431000000,64.43464975044398,-1.6815450927153224
2005-01-24,1167.8699951171875,1177.5,1163.75,1171.3599853515625,1171.3599853515625,7983300000,69.12296840513051,-0.9343311775273393
2005-01-31,1171.3599853515625,1203.469970703125,1171.3599853515625,1203.030029296875,1203.030029296875,8126140000,68.68104479387802,1.5357057367170612
2005-02-07,1203.030029296875,1208.3800048828125,1191.5400390625,1205.300048828125,1205.300048828125,7328450000,62.13481385131273,-0.2065357224221913
2005-02-14,1205.300048828125,1212.43994140625,1197.3499755859375,1201.5899658203125,1201.5899658203125,7438680000,55.92754557477719,-2.400236290515136
2005-02-21,1201.5899658203125,1212.1500244140625,1184.1600341796875,1211.3699951171875,1211.3699951171875,6288460000,64.35716982840663,-2.228509637254859
2005-02-28,1211.3699951171875,1224.760009765625,1198.1300048828125,1222.1199951171875,1222.1199951171875,8325140000,63.96373052519568,-0.7212272560270776
2005-03-07,1222.1199951171875,1229.1099853515625,1198.1500244140625,1200.0799560546875,1200.0799560546875,7770730000,52.876942990885546,-1.0479556770435878
2005-03-14,1200.0799560546875,1210.5400390625,1182.780029296875,1189.6500244140625,1189.6500244140625,8530450000,50.508920510208156,-2.231747696665915
2005-03-21,1189.6500244140625,1189.6500244140625,1168.699951171875,1171.4200439453125,1171.4200439453125,7902500000,43.45932198993801,-5.525050569192476
2005-03-28,1171.4200439453125,1189.800048828125,1163.68994140625,1172.9200439453125,1172.9200439453125,10449500000,38.35078794141611,-6.064350616850668
2005-04-04,1172.7900390625,1191.8800048828125,1167.719970703125,1181.199951171875,1181.199951171875,9309920000,40.75809890628868,-3.6395820737985782
